Airline,Date_of_Journey,Source,Destination,Departure_Time,Arrival_Time,Duration,Total_Stops,Price,Month Name,Day of Month,Day Name,Week of Year,Month
Jet Airways,2019-06-27,Delhi,Cochin,18.2,19.0,24.67,2,14300,June,27,Thursday,26,6
Air India,2019-09-05,Kolkata,Banglore,9.25,7.55,22.5,1,8366,September,5,Thursday,36,9
Jet Airways,2019-06-03,Banglore,New Delhi,22.5,10.25,11.58,1,17261,June,3,Monday,23,6
Vistara,2019-06-06,Kolkata,Banglore,7.1,9.05,25.92,1,8452,June,6,Thursday,23,6
IndiGo,2019-01-04,Kolkata,Banglore,15.1,20.3,5.33,1,8567,January,4,Friday,1,1
Multiple carriers,2019-06-15,Delhi,Cochin,7.05,22.3,15.42,1,9646,June,15,Saturday,24,6
Air India,2019-09-04,Delhi,Cochin,22.0,19.15,21.25,2,8341,September,4,Wednesday,36,9
Jet Airways,2019-09-05,Delhi,Cochin,17.3,19.0,25.5,1,12373,September,5,Thursday,36,9
SpiceJet,2019-06-21,Chennai,Kolkata,17.45,20.05,2.33,0,3543,June,21,Friday,25,6
Jet Airways,2019-09-06,Kolkata,Banglore,17.0,23.35,6.58,1,13994,September,6,Friday,36,9
IndiGo,2019-03-24,Banglore,New Delhi,4.0,6.5,2.83,0,4777,March,24,Sunday,12,3
Multiple carriers,2019-01-06,Delhi,Cochin,14.55,22.3,7.58,1,7038,January,6,Sunday,1,1
IndiGo,2019-03-04,Mumbai,Hyderabad,16.55,18.25,1.5,0,3175,March,4,Monday,10,3
Multiple carriers,2019-09-06,Delhi,Cochin,10.0,21.0,11.0,1,7408,September,6,Friday,36,9
IndiGo,2019-06-15,Banglore,Delhi,21.15,0.15,3.0,0,3943,June,15,Saturday,24,6
Jet Airways,2019-06-03,Delhi,Cochin,8.0,4.25,20.42,1,15974,June,3,Monday,23,6
SpiceJet,2019-05-27,Kolkata,Banglore,6.55,9.3,2.58,0,3873,May,27,Monday,22,5
IndiGo,2019-04-15,Banglore,Delhi,10.1,13.0,2.83,0,4423,April,15,Monday,16,4
Jet Airways,2019-05-27,Delhi,Cochin,9.4,4.25,18.75,2,15129,May,27,Monday,22,5
IndiGo,2019-03-21,Delhi,Cochin,8.25,21.0,12.58,1,8285,March,21,Thursday,12,3
Air India,2019-06-06,Mumbai,Hyderabad,6.2,7.4,1.33,0,3100,June,6,Thursday,23,6
Air India,2019-01-03,Banglore,New Delhi,8.5,9.25,24.58,2,25430,January,3,Thursday,1,1
SpiceJet,2019-03-18,Mumbai,Hyderabad,13.1,14.3,1.33,0,2385,March,18,Monday,12,3
Jet Airways,2019-06-06,Kolkata,Banglore,10.2,17.35,7.25,1,11316,June,6,Thursday,23,6
Jet Airways,2019-06-15,Delhi,Cochin,2.15,19.0,16.75,1,10262,June,15,Saturday,24,6
Air India,2019-05-24,Kolkata,Banglore,5.5,13.15,7.42,2,7662,May,24,Friday,21,5
Jet Airways,2019-03-24,Kolkata,Banglore,16.55,19.4,26.75,1,14231,March,24,Sunday,12,3
IndiGo,2019-09-06,Delhi,Cochin,9.15,21.0,11.75,1,6838,September,6,Friday,36,9
Jet Airways,2019-06-15,Delhi,Cochin,6.45,4.25,21.67,2,13376,June,15,Saturday,24,6
Jet Airways,2019-06-24,Delhi,Cochin,15.0,19.0,28.0,1,10262,June,24,Monday,26,6
IndiGo,2019-03-27,Delhi,Cochin,7.3,15.3,8.0,1,8574,March,27,Wednesday,13,3
Jet Airways,2019-09-03,Banglore,New Delhi,21.25,7.4,10.25,1,7832,September,3,Tuesday,36,9
Multiple carriers,2019-06-24,Delhi,Cochin,3.5,19.0,15.17,1,12192,June,24,Monday,26,6
Jet Airways,2019-06-15,Mumbai,Hyderabad,10.2,11.5,1.5,0,4050,June,15,Saturday,24,6
GoAir,2019-12-04,Banglore,Delhi,7.45,10.4,2.92,0,6722,December,4,Wednesday,49,12
Jet Airways,2019-09-06,Kolkata,Banglore,20.0,16.2,20.33,1,10844,September,6,Friday,36,9
Multiple carriers,2019-06-15,Delhi,Cochin,7.0,21.0,14.0,1,7408,June,15,Saturday,24,6
Jet Airways,2019-03-21,Delhi,Cochin,20.5,4.25,7.58,1,14189,March,21,Thursday,12,3
SpiceJet,2019-05-24,Kolkata,Banglore,17.1,19.4,2.5,0,3841,May,24,Friday,21,5
Jet Airways,2019-09-05,Kolkata,Banglore,14.05,4.4,14.58,1,8586,September,5,Thursday,36,9
Multiple carriers,2019-06-27,Delhi,Cochin,10.35,19.15,8.67,1,7155,June,27,Thursday,26,6
Jet Airways,2019-12-06,Kolkata,Banglore,8.25,18.15,9.83,1,9899,December,6,Friday,49,12
Jet Airways,2019-06-06,Kolkata,Banglore,8.25,19.5,11.42,1,14571,June,6,Thursday,23,6
IndiGo,2019-05-18,Banglore,Delhi,18.55,21.5,2.92,0,4823,May,18,Saturday,20,5
Jet Airways,2019-09-05,Banglore,Delhi,8.2,11.2,3.0,0,4544,September,5,Thursday,36,9
Air India,2019-01-03,Banglore,New Delhi,0.3,20.3,20.0,1,14752,January,3,Thursday,1,1
Air India,2019-09-05,Kolkata,Banglore,9.25,13.45,28.33,2,11542,September,5,Thursday,36,9
Jet Airways,2019-05-21,Delhi,Cochin,9.5,13.05,3.25,0,7202,May,21,Tuesday,21,5
Multiple carriers,2019-09-06,Delhi,Cochin,10.35,19.0,8.42,1,11098,September,6,Friday,36,9
Air India,2019-03-27,Mumbai,Hyderabad,19.3,20.45,1.25,0,2575,March,27,Wednesday,13,3
Multiple carriers,2019-03-27,Delhi,Cochin,13.0,1.35,12.58,1,6673,March,27,Wednesday,13,3
IndiGo,2019-01-03,Banglore,New Delhi,18.55,21.45,2.83,0,14306,January,3,Thursday,1,1
Jet Airways,2019-05-18,Delhi,Cochin,21.5,4.25,6.58,1,15554,May,18,Saturday,20,5
Jet Airways,2019-05-15,Kolkata,Banglore,9.35,14.25,28.83,1,9314,May,15,Wednesday,20,5
Jet Airways,2019-09-03,Mumbai,Hyderabad,6.3,8.0,1.5,0,4995,September,3,Tuesday,36,9
Jet Airways,2019-03-21,Banglore,New Delhi,11.4,7.4,20.0,1,7832,March,21,Thursday,12,3
Jet Airways,2019-05-21,Kolkata,Banglore,8.25,8.15,23.83,1,8586,May,21,Tuesday,21,5
Air India,2019-04-27,Delhi,Cochin,5.1,8.0,2.83,0,6094,April,27,Saturday,17,4
Jet Airways,2019-06-24,Delhi,Cochin,5.3,19.0,13.5,2,13292,June,24,Monday,26,6
Jet Airways,2019-09-06,Delhi,Cochin,5.3,4.25,22.92,2,10368,September,6,Friday,36,9
Multiple carriers,2019-05-27,Delhi,Cochin,10.0,21.0,11.0,1,9718,May,27,Monday,22,5
Jet Airways,2019-03-21,Banglore,New Delhi,8.55,7.4,22.75,1,7412,March,21,Thursday,12,3
Air India,2019-06-06,Delhi,Cochin,22.0,19.15,21.25,2,10441,June,6,Thursday,23,6
IndiGo,2019-03-03,Delhi,Cochin,10.45,1.35,14.83,1,14871,March,3,Sunday,9,3
Jet Airways,2019-05-18,Delhi,Cochin,8.0,19.0,11.0,1,15554,May,18,Saturday,20,5
Jet Airways,2019-01-03,Banglore,New Delhi,14.05,19.1,5.08,1,36235,January,3,Thursday,1,1
IndiGo,2019-03-24,Mumbai,Hyderabad,16.55,18.25,1.5,0,3175,March,24,Sunday,12,3
SpiceJet,2019-05-24,Chennai,Kolkata,17.45,20.05,2.33,0,3597,May,24,Friday,21,5
SpiceJet,2019-06-27,Mumbai,Hyderabad,13.15,14.45,1.5,0,1965,June,27,Thursday,26,6
Multiple carriers,2019-06-24,Delhi,Cochin,10.0,19.0,9.0,1,12717,June,24,Monday,26,6
IndiGo,2019-03-06,Delhi,Cochin,14.25,17.4,3.25,0,6015,March,6,Wednesday,10,3
Air Asia,2019-09-03,Banglore,New Delhi,23.25,2.1,2.75,0,5615,September,3,Tuesday,36,9
Multiple carriers,2019-03-27,Delhi,Cochin,19.0,1.35,6.58,1,7845,March,27,Wednesday,13,3
Jet Airways,2019-09-06,Kolkata,Banglore,21.1,22.35,25.42,1,10844,September,6,Friday,36,9
Jet Airways,2019-03-15,Banglore,New Delhi,21.25,5.05,7.67,1,27210,March,15,Friday,11,3
IndiGo,2019-06-04,Kolkata,Banglore,14.25,16.55,2.5,0,4174,June,4,Tuesday,23,6
Multiple carriers,2019-03-21,Delhi,Cochin,8.0,21.0,13.0,1,6883,March,21,Thursday,12,3
Multiple carriers,2019-03-21,Delhi,Cochin,9.0,21.0,12.0,1,6883,March,21,Thursday,12,3
Jet Airways,2019-05-21,Kolkata,Banglore,10.2,17.35,7.25,1,8355,May,21,Tuesday,21,5
SpiceJet,2019-03-24,Banglore,New Delhi,20.3,23.2,2.83,0,5469,March,24,Sunday,12,3
Jet Airways,2019-06-27,Banglore,Delhi,6.0,8.45,2.75,0,6478,June,27,Thursday,26,6
Vistara,2019-03-03,Banglore,New Delhi,19.4,22.2,2.67,0,11913,March,3,Sunday,9,3
IndiGo,2019-05-21,Delhi,Cochin,18.35,1.3,6.92,1,7006,May,21,Tuesday,21,5
Jet Airways,2019-01-04,Kolkata,Banglore,16.3,22.35,6.08,1,12681,January,4,Friday,1,1
Jet Airways,2019-05-21,Delhi,Cochin,23.05,19.0,19.92,2,15129,May,21,Tuesday,21,5
Multiple carriers,2019-06-15,Delhi,Cochin,14.0,21.0,7.0,1,13587,June,15,Saturday,24,6
Jet Airways,2019-01-06,Delhi,Cochin,19.15,19.0,23.75,1,14714,January,6,Sunday,1,1
IndiGo,2019-03-03,Banglore,New Delhi,7.3,12.2,4.83,1,6220,March,3,Sunday,9,3
Jet Airways,2019-06-06,Delhi,Cochin,7.05,12.35,5.5,1,10262,June,6,Thursday,23,6
Air India,2019-12-05,Kolkata,Banglore,9.25,18.3,9.08,1,8576,December,5,Thursday,49,12
Jet Airways,2019-03-24,Kolkata,Banglore,19.45,20.4,24.92,1,10031,March,24,Sunday,12,3
Jet Airways,2019-06-24,Delhi,Cochin,19.1,19.0,23.83,2,12819,June,24,Monday,26,6
GoAir,2019-04-15,Delhi,Cochin,7.25,13.35,6.17,1,5052,April,15,Monday,16,4
Jet Airways,2019-01-03,Banglore,New Delhi,8.0,8.15,24.25,1,22270,January,3,Thursday,1,1
Vistara,2019-04-27,Banglore,Delhi,7.0,9.4,2.67,0,5613,April,27,Saturday,17,4
SpiceJet,2019-01-04,Kolkata,Banglore,9.0,11.25,2.42,0,3873,January,4,Friday,1,1
IndiGo,2019-05-15,Delhi,Cochin,5.35,8.5,3.25,0,6015,May,15,Wednesday,20,5
Jet Airways,2019-09-06,Kolkata,Banglore,6.3,12.0,5.5,1,10844,September,6,Friday,36,9
SpiceJet,2019-12-05,Mumbai,Hyderabad,13.15,14.45,1.5,0,2227,December,5,Thursday,49,12
Jet Airways,2019-01-04,Banglore,Delhi,19.5,22.5,3.0,0,7229,January,4,Friday,1,1
Jet Airways,2019-06-06,Delhi,Cochin,5.3,19.0,13.5,2,10368,June,6,Thursday,23,6
Jet Airways,2019-05-21,Delhi,Cochin,17.3,4.25,10.92,1,12898,May,21,Tuesday,21,5
Multiple carriers,2019-12-06,Delhi,Cochin,7.0,19.0,12.0,1,12192,December,6,Friday,49,12
Jet Airways,2019-09-05,Kolkata,Banglore,9.35,23.35,14.0,1,12121,September,5,Thursday,36,9
Air India,2019-05-27,Delhi,Cochin,6.5,7.4,24.83,2,16163,May,27,Monday,22,5
Jet Airways,2019-03-18,Banglore,New Delhi,5.45,18.25,12.67,1,12284,March,18,Monday,12,3
IndiGo,2019-06-21,Banglore,Delhi,19.3,22.15,2.75,0,5780,June,21,Friday,25,6
Jet Airways,2019-09-05,Mumbai,Hyderabad,10.2,11.5,1.5,0,4995,September,5,Thursday,36,9
IndiGo,2019-09-06,Delhi,Cochin,5.1,10.05,4.92,1,6496,September,6,Friday,36,9
Air India,2019-12-06,Delhi,Cochin,12.2,19.15,30.92,2,12488,December,6,Friday,49,12
IndiGo,2019-05-15,Banglore,Delhi,7.1,10.05,2.92,0,4823,May,15,Wednesday,20,5
SpiceJet,2019-06-18,Mumbai,Hyderabad,5.45,7.15,1.5,0,2647,June,18,Tuesday,25,6
IndiGo,2019-03-03,Banglore,New Delhi,13.0,15.5,2.83,0,12649,March,3,Sunday,9,3
Multiple carriers,2019-12-06,Delhi,Cochin,11.4,19.15,7.58,1,8266,December,6,Friday,49,12
Vistara,2019-05-15,Delhi,Cochin,6.0,9.1,3.17,0,6216,May,15,Wednesday,20,5
IndiGo,2019-01-04,Banglore,Delhi,1.3,4.15,2.75,0,4423,January,4,Friday,1,1
Jet Airways,2019-06-03,Banglore,New Delhi,8.0,8.15,24.25,1,17996,June,3,Monday,23,6
SpiceJet,2019-04-15,Delhi,Cochin,8.45,13.15,4.5,1,5726,April,15,Monday,16,4
Multiple carriers,2019-06-03,Delhi,Cochin,6.0,15.3,9.5,1,15147,June,3,Monday,23,6
Jet Airways,2019-05-18,Delhi,Cochin,20.55,19.0,22.08,1,15554,May,18,Saturday,20,5
Jet Airways,2019-06-24,Delhi,Cochin,23.05,4.25,29.33,2,12819,June,24,Monday,26,6
Multiple carriers,2019-06-27,Delhi,Cochin,18.0,1.3,7.5,1,7198,June,27,Thursday,26,6
IndiGo,2019-03-04,Delhi,Cochin,16.0,21.0,5.0,1,5073,March,4,Monday,10,3
IndiGo,2019-06-27,Banglore,Delhi,21.15,0.15,3.0,0,3943,June,27,Thursday,26,6
Jet Airways,2019-03-27,Mumbai,Hyderabad,7.1,8.35,1.42,0,3205,March,27,Wednesday,13,3
SpiceJet,2019-12-05,Banglore,Delhi,5.55,8.35,2.67,0,3257,December,5,Thursday,49,12
IndiGo,2019-03-06,Kolkata,Banglore,22.15,0.5,2.58,0,4804,March,6,Wednesday,10,3
IndiGo,2019-09-03,Banglore,New Delhi,16.5,21.35,4.75,1,10231,September,3,Tuesday,36,9
Jet Airways,2019-05-21,Delhi,Cochin,20.55,4.25,7.5,1,12898,May,21,Tuesday,21,5
IndiGo,2019-03-21,Mumbai,Hyderabad,21.2,22.45,1.42,0,2227,March,21,Thursday,12,3
Air India,2019-01-04,Kolkata,Banglore,12.0,11.1,23.17,2,9258,January,4,Friday,1,1
Jet Airways,2019-05-24,Kolkata,Banglore,16.3,9.2,16.83,1,9663,May,24,Friday,21,5
Jet Airways,2019-05-21,Mumbai,Hyderabad,7.05,8.3,1.42,0,8040,May,21,Tuesday,21,5
GoAir,2019-06-06,Banglore,Delhi,20.55,23.4,2.75,0,3419,June,6,Thursday,23,6
Jet Airways,2019-01-06,Banglore,Delhi,7.1,10.1,3.0,0,8016,January,6,Sunday,1,1
Jet Airways,2019-06-04,Banglore,Delhi,17.45,20.45,3.0,0,7229,June,4,Tuesday,23,6
GoAir,2019-06-06,Delhi,Cochin,10.35,19.35,9.0,1,4959,June,6,Thursday,23,6
Air India,2019-09-06,Kolkata,Banglore,12.0,11.1,23.17,2,10151,September,6,Friday,36,9
Air India,2019-05-18,Delhi,Cochin,5.15,19.15,38.0,3,10703,May,18,Saturday,20,5
Jet Airways,2019-09-06,Kolkata,Banglore,8.25,18.15,9.83,1,10844,September,6,Friday,36,9
IndiGo,2019-06-03,Delhi,Cochin,16.1,22.2,6.17,1,7205,June,3,Monday,23,6
Jet Airways,2019-03-18,Banglore,New Delhi,8.55,18.25,9.5,1,12284,March,18,Monday,12,3
Jet Airways,2019-09-06,Kolkata,Banglore,9.35,22.05,12.5,1,13994,September,6,Friday,36,9
IndiGo,2019-04-15,Delhi,Cochin,14.25,17.4,3.25,0,6015,April,15,Monday,16,4
IndiGo,2019-03-04,Kolkata,Banglore,6.15,10.3,4.25,1,4226,March,4,Monday,10,3
Jet Airways,2019-03-21,Delhi,Cochin,19.1,18.5,23.67,2,9483,March,21,Thursday,12,3
Jet Airways,2019-05-15,Banglore,Delhi,7.1,10.1,3.0,0,5198,May,15,Wednesday,20,5
Jet Airways,2019-06-27,Delhi,Cochin,5.3,19.0,13.5,2,10368,June,27,Thursday,26,6
Vistara,2019-03-06,Chennai,Kolkata,17.45,20.05,2.33,0,11982,March,6,Wednesday,10,3
Air India,2019-03-15,Banglore,New Delhi,11.5,13.0,25.17,1,8032,March,15,Friday,11,3
Air India,2019-05-15,Kolkata,Banglore,14.15,16.45,2.5,0,5510,May,15,Wednesday,20,5
IndiGo,2019-09-05,Delhi,Cochin,23.3,4.35,5.08,1,8177,September,5,Thursday,36,9
Air Asia,2019-01-06,Delhi,Cochin,16.45,22.25,5.67,1,11410,January,6,Sunday,1,1
GoAir,2019-03-21,Delhi,Cochin,7.0,12.5,5.83,1,9385,March,21,Thursday,12,3
Jet Airways,2019-06-06,Delhi,Cochin,10.0,19.0,9.0,1,10262,June,6,Thursday,23,6
SpiceJet,2019-06-18,Kolkata,Banglore,9.0,11.25,2.42,0,3873,June,18,Tuesday,25,6
Multiple carriers,2019-03-21,Delhi,Cochin,11.4,18.5,7.17,1,11999,March,21,Thursday,12,3
Jet Airways,2019-06-27,Delhi,Cochin,18.2,12.35,18.25,2,14300,June,27,Thursday,26,6
SpiceJet,2019-12-05,Mumbai,Hyderabad,13.15,14.45,1.5,0,2175,December,5,Thursday,49,12
Air India,2019-09-05,Delhi,Cochin,6.5,7.4,24.83,2,14431,September,5,Thursday,36,9
Jet Airways,2019-05-21,Banglore,Delhi,6.0,8.45,2.75,0,7229,May,21,Tuesday,21,5
IndiGo,2019-05-24,Kolkata,Banglore,19.2,23.45,4.42,1,3809,May,24,Friday,21,5
Multiple carriers,2019-06-24,Delhi,Cochin,7.3,19.15,11.75,1,7354,June,24,Monday,26,6
Multiple carriers,2019-03-27,Delhi,Cochin,8.0,15.3,7.5,1,12537,March,27,Wednesday,13,3
Air India,2019-05-27,Delhi,Cochin,13.0,19.15,6.25,1,9719,May,27,Monday,22,5
Jet Airways,2019-05-24,Mumbai,Hyderabad,10.2,11.5,1.5,0,8040,May,24,Friday,21,5
Jet Airways,2019-05-24,Mumbai,Hyderabad,7.05,8.3,1.42,0,4995,May,24,Friday,21,5
IndiGo,2019-06-04,Banglore,Delhi,23.3,2.2,2.83,0,4591,June,4,Tuesday,23,6
Air India,2019-06-06,Kolkata,Banglore,16.45,21.05,28.33,1,7662,June,6,Thursday,23,6
IndiGo,2019-06-24,Chennai,Kolkata,7.55,10.15,2.33,0,3850,June,24,Monday,26,6
IndiGo,2019-03-06,Delhi,Cochin,8.35,22.3,13.92,1,6442,March,6,Wednesday,10,3
IndiGo,2019-03-06,Delhi,Cochin,23.3,4.35,5.08,1,11378,March,6,Wednesday,10,3
Multiple carriers,2019-06-27,Delhi,Cochin,15.0,1.3,10.5,1,13377,June,27,Thursday,26,6
Jet Airways,2019-05-21,Kolkata,Banglore,8.25,20.45,12.33,1,10844,May,21,Tuesday,21,5
Jet Airways,2019-09-05,Mumbai,Hyderabad,7.05,8.3,1.42,0,4995,September,5,Thursday,36,9
Air India,2019-03-27,Delhi,Cochin,17.15,9.25,16.17,2,6057,March,27,Wednesday,13,3
Air India,2019-06-04,Banglore,Delhi,10.0,12.45,2.75,0,5176,June,4,Tuesday,23,6
Jet Airways,2019-09-06,Delhi,Cochin,9.4,4.25,18.75,2,13014,September,6,Friday,36,9
IndiGo,2019-01-03,Banglore,New Delhi,16.15,20.35,4.33,1,7917,January,3,Thursday,1,1
SpiceJet,2019-09-06,Delhi,Cochin,6.05,11.2,5.25,1,5583,September,6,Friday,36,9
Jet Airways,2019-09-04,Banglore,Delhi,6.0,8.45,2.75,0,7229,September,4,Wednesday,36,9
IndiGo,2019-05-18,Delhi,Cochin,16.0,1.3,9.5,1,7191,May,18,Saturday,20,5
Jet Airways,2019-12-06,Mumbai,Hyderabad,19.35,21.05,1.5,0,3210,December,6,Friday,49,12
IndiGo,2019-06-03,Delhi,Cochin,15.0,1.35,10.58,1,14871,June,3,Monday,23,6
Multiple carriers,2019-05-15,Delhi,Cochin,8.3,19.15,10.75,1,8099,May,15,Wednesday,20,5
Air India,2019-05-21,Kolkata,Banglore,9.25,18.3,9.08,1,8366,May,21,Tuesday,21,5
IndiGo,2019-09-03,Chennai,Kolkata,22.05,0.25,2.33,0,6297,September,3,Tuesday,36,9
Multiple carriers,2019-03-03,Delhi,Cochin,13.0,21.0,8.0,1,18286,March,3,Sunday,9,3
Jet Airways,2019-06-03,Delhi,Cochin,23.05,19.45,20.67,1,17024,June,3,Monday,23,6
Jet Airways,2019-04-24,Banglore,Delhi,7.1,10.1,3.0,0,6144,April,24,Wednesday,17,4
Multiple carriers,2019-09-03,Delhi,Cochin,6.0,19.45,13.75,1,13941,September,3,Tuesday,36,9
Jet Airways,2019-09-05,Banglore,Delhi,18.55,22.0,3.08,0,3702,September,5,Thursday,36,9
SpiceJet,2019-05-15,Delhi,Cochin,6.05,11.2,5.25,1,5583,May,15,Wednesday,20,5
Air India,2019-12-03,Mumbai,Hyderabad,19.4,9.1,13.5,1,10208,December,3,Tuesday,49,12
Jet Airways,2019-06-05,Kolkata,Banglore,9.35,18.0,8.42,1,12384,June,5,Wednesday,23,6
Air India,2019-06-05,Kolkata,Banglore,10.0,5.25,19.42,2,17049,June,5,Wednesday,23,6
IndiGo,2019-05-24,Delhi,Cochin,7.3,21.0,13.5,1,7006,May,24,Friday,21,5
Air India,2019-12-06,Kolkata,Banglore,5.5,20.25,14.58,2,12723,December,6,Friday,49,12
Jet Airways,2019-12-06,Delhi,Cochin,8.0,4.25,20.42,1,10577,December,6,Friday,49,12
Jet Airways,2019-06-03,Banglore,New Delhi,7.0,19.1,12.17,1,16736,June,3,Monday,23,6
Jet Airways,2019-06-24,Delhi,Cochin,13.0,4.25,15.42,1,10262,June,24,Monday,26,6
Multiple carriers,2019-06-24,Delhi,Cochin,11.25,19.15,7.83,1,7155,June,24,Monday,26,6
Multiple carriers,2019-03-03,Delhi,Cochin,10.2,1.35,15.25,1,15147,March,3,Sunday,9,3
IndiGo,2019-12-06,Banglore,Delhi,7.1,10.05,2.92,0,4823,December,6,Friday,49,12
Air India,2019-03-15,Banglore,New Delhi,9.3,16.2,6.83,1,8714,March,15,Friday,11,3
Jet Airways,2019-06-05,Kolkata,Banglore,9.35,9.45,24.17,1,10953,June,5,Wednesday,23,6
Air India,2019-12-06,Kolkata,Banglore,20.3,20.25,23.92,1,10203,December,6,Friday,49,12
Jet Airways,2019-05-18,Delhi,Cochin,13.0,12.35,23.58,1,12373,May,18,Saturday,20,5
Jet Airways,2019-12-05,Kolkata,Banglore,9.35,23.35,14.0,1,14151,December,5,Thursday,49,12
Jet Airways,2019-05-24,Kolkata,Banglore,9.35,14.25,28.83,1,12121,May,24,Friday,21,5
Vistara,2019-09-04,Delhi,Cochin,6.0,9.1,3.17,0,5586,September,4,Wednesday,36,9
Jet Airways,2019-05-18,Kolkata,Banglore,8.25,12.0,27.58,1,10844,May,18,Saturday,20,5
Jet Airways,2019-05-21,Kolkata,Banglore,21.1,4.4,7.5,1,8586,May,21,Tuesday,21,5
SpiceJet,2019-06-06,Delhi,Cochin,17.55,22.5,4.92,1,5409,June,6,Thursday,23,6
Multiple carriers,2019-03-21,Delhi,Cochin,9.45,21.2,11.58,2,7178,March,21,Thursday,12,3
Multiple carriers,2019-06-24,Delhi,Cochin,10.2,1.3,15.17,1,5797,June,24,Monday,26,6
Jet Airways,2019-03-24,Kolkata,Banglore,19.45,19.4,23.92,1,13759,March,24,Sunday,12,3
Air India,2019-05-24,Kolkata,Banglore,7.0,1.2,18.33,2,13873,May,24,Friday,21,5
Jet Airways,2019-05-21,Delhi,Cochin,20.55,19.0,22.08,1,16079,May,21,Tuesday,21,5
SpiceJet,2019-06-27,Mumbai,Hyderabad,13.15,14.45,1.5,0,2017,June,27,Thursday,26,6
Jet Airways,2019-05-18,Kolkata,Banglore,20.0,18.15,22.25,1,10844,May,18,Saturday,20,5
SpiceJet,2019-04-24,Banglore,Delhi,21.1,0.05,2.92,0,3573,April,24,Wednesday,17,4
Jet Airways,2019-06-05,Kolkata,Banglore,9.35,9.45,24.17,1,8066,June,5,Wednesday,23,6
Jet Airways,2019-09-03,Delhi,Cochin,20.5,18.5,22.0,1,14053,September,3,Tuesday,36,9
Jet Airways,2019-03-18,Banglore,New Delhi,8.0,15.15,7.25,1,12284,March,18,Monday,12,3
SpiceJet,2019-09-04,Delhi,Cochin,6.05,11.2,5.25,1,5351,September,4,Wednesday,36,9
Jet Airways,2019-01-04,Kolkata,Banglore,16.3,16.2,23.83,1,7064,January,4,Friday,1,1
IndiGo,2019-03-03,Delhi,Cochin,2.05,7.25,5.33,1,10394,March,3,Sunday,9,3
Jet Airways,2019-05-15,Kolkata,Banglore,18.55,9.2,14.42,1,9663,May,15,Wednesday,20,5
Multiple carriers,2019-05-18,Delhi,Cochin,17.3,1.3,8.0,1,13727,May,18,Saturday,20,5
Jet Airways,2019-12-06,Delhi,Cochin,19.15,12.35,17.33,1,10262,December,6,Friday,49,12
IndiGo,2019-09-04,Banglore,Delhi,7.1,10.05,2.92,0,4823,September,4,Wednesday,36,9
Air Asia,2019-03-03,Banglore,New Delhi,5.5,8.4,2.83,0,7074,March,3,Sunday,9,3
Multiple carriers,2019-06-03,Delhi,Cochin,7.05,21.0,13.92,1,17267,June,3,Monday,23,6
Multiple carriers,2019-05-21,Delhi,Cochin,15.0,1.3,10.5,1,14067,May,21,Tuesday,21,5
IndiGo,2019-01-05,Banglore,Delhi,8.3,11.2,2.83,0,4823,January,5,Saturday,1,1
IndiGo,2019-04-27,Banglore,Delhi,20.0,22.5,2.83,0,4823,April,27,Saturday,17,4
Air Asia,2019-12-05,Banglore,Delhi,23.55,2.45,2.83,0,4483,December,5,Thursday,49,12
Air India,2019-06-06,Kolkata,Banglore,9.5,23.15,13.42,2,14960,June,6,Thursday,23,6
Air India,2019-01-06,Banglore,Delhi,17.0,19.45,2.75,0,7171,January,6,Sunday,1,1
Air India,2019-03-24,Kolkata,Banglore,20.3,8.55,12.42,1,12173,March,24,Sunday,12,3
Air India,2019-03-03,Banglore,New Delhi,0.3,8.45,8.25,1,11392,March,3,Sunday,9,3
Air India,2019-05-15,Kolkata,Banglore,10.0,13.45,27.75,2,16057,May,15,Wednesday,20,5
Jet Airways,2019-09-06,Kolkata,Banglore,17.0,10.55,17.92,1,14151,September,6,Friday,36,9
Jet Airways,2019-05-21,Banglore,Delhi,11.1,14.05,2.92,0,4030,May,21,Tuesday,21,5
IndiGo,2019-06-05,Kolkata,Banglore,19.35,23.15,3.67,1,4226,June,5,Wednesday,23,6
Air India,2019-09-03,Delhi,Cochin,4.0,19.15,15.25,1,11050,September,3,Tuesday,36,9
Air India,2019-05-21,Banglore,Delhi,10.0,12.45,2.75,0,6961,May,21,Tuesday,21,5
Jet Airways,2019-03-24,Kolkata,Banglore,21.1,9.15,12.08,1,14231,March,24,Sunday,12,3
Jet Airways,2019-06-27,Delhi,Cochin,14.35,12.35,22.0,2,10919,June,27,Thursday,26,6
Air India,2019-03-27,Delhi,Cochin,7.0,19.15,12.25,2,10913,March,27,Wednesday,13,3
IndiGo,2019-06-27,Chennai,Kolkata,22.05,0.25,2.33,0,5277,June,27,Thursday,26,6
Multiple carriers,2019-05-21,Delhi,Cochin,10.2,21.0,10.67,1,7485,May,21,Tuesday,21,5
Jet Airways,2019-03-24,Kolkata,Banglore,16.55,16.2,23.42,1,14231,March,24,Sunday,12,3
GoAir,2019-06-04,Delhi,Cochin,7.25,13.35,6.17,1,4201,June,4,Tuesday,23,6
Air India,2019-06-03,Delhi,Cochin,14.1,17.1,3.0,0,7931,June,3,Monday,23,6
Multiple carriers,2019-05-15,Delhi,Cochin,14.55,22.3,7.58,1,6513,May,15,Wednesday,20,5
Jet Airways,2019-06-06,Delhi,Cochin,15.0,19.0,28.0,1,14714,June,6,Thursday,23,6
